#BLTrackFile File generated by X_BOA
#x y z Px Py Pz t PDGid EvNum TrkId Parent weight
0.0 0.0 0.0 0.0 0.0 64.57957160410774 7.0508694880659295 -13 49 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 68.04903665739553 -8.242941865869438 -13 50 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 67.24058197303751 -8.067346116488228 -13 51 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 65.56630888874295 -7.513066421106786 -13 52 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 61.483844755371365 -4.607720020674744 -13 53 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 61.483844755371365 4.6077200206747415 -13 54 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 65.56630888874295 7.513066421106786 -13 55 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 67.24058197303751 8.067346116488228 -13 56 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 68.04903665739553 8.242941865869438 -13 57 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 72.3061679237741 -8.242941865869438 -13 58 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 73.07524000505425 -8.067346116488228 -13 59 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 74.63030705673982 -7.513066421106787 -13 60 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 78.21942854352267 -4.607720020674746 -13 61 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 78.21942854352267 4.607720020674743 -13 62 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 74.63030705673982 7.513066421106787 -13 63 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 73.07524000505425 8.067346116488228 -13 64 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 72.3061679237741 8.242941865869438 -13 65 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 75.5236485911891 -7.0508694880659295 -13 66 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 76.72673294679274 -6.2084590401559305 -13 67 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 78.21942854352267 -4.607720020674744 -13 68 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 79.5015873729583 -1.7915406646404743 -13 69 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 79.5015873729583 1.7915406646404728 -13 70 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 78.21942854352267 4.607720020674744 -13 71 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 76.72673294679274 6.20845904015593 -13 72 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 75.5236485911891 7.0508694880659295 -13 73 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 77.30014159159417 -5.6879590777910245 -13 74 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 78.21942854352267 -4.607720020674744 -13 75 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 79.08114783954825 -3.0733569277526 -13 76 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 79.63330622172221 -1.090771887243919 -13 77 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 79.63330622172221 1.090771887243918 -13 78 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 79.08114783954825 3.0733569277526 -13 79 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 78.21942854352267 4.607720020674743 -13 80 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 77.30014159159417 5.6879590777910245 -13 81 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 78.21942854352267 -4.607720020674744 -13 82 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 78.85377941463864 -3.5615325234920916 -13 83 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 79.3727941075613 -2.270239494619488 -13 84 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 79.67060655821707 -0.782330458842068 -13 85 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 79.67060655821707 0.7823304588420673 -13 86 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 79.3727941075613 2.270239494619488 -13 87 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 78.85377941463864 3.561532523492091 -13 88 0 0 1.0 
0.0 0.0 0.0 0.0 0.0 78.21942854352267 4.607720020674744 -13 89 0 0 1.0 
